age;gender;humanmade;concern;efficacy;income;edu3;openanswer;
2;1;1;0,5;0,6666667;343200;1;Uungåelig undergang av Tellus aka jordkloden slik vi kjenner den idag Irreversibel endring av klimaet - vi er for sent ute og ingen tør ty til ekstreme tiltak Reduserte priser på el-biler til alle i Norge Forby diesel/bensin biler Slutt med oljen og fokuser på fornybar energi;
2;1;0;0,25;0,3333333;480000;2;Uungåelig;
4;1;1;0,75;0,3333333;450000;2;Utviklingen i land som Kina og India Endringer i Norge betyr null i forhold;
4;2;1;0,75;0,6666667;430000;3;Utslipp ødeleggelse av regnskog naturkatastrofer flom;
2;1;1;0,5;0;380000;2;Utslipp varmere temperaturer trussel;
5;1;1;0,75;1;550000;3;Utslipp til luft;
6;1;1;0,75;0,6666667;375000;1;Utslipp temperatur vær;
2;2;1;1;0,6666667;500000;1;Utslipp Menneskeskapt;
2;1;1;0,5;0,6666667;700000;2;Utslipp global oppvarming uvitenhet;
3;1;0;0,5;0,3333333;449600;3;utslipp fra biler;
5;2;1;0,75;0,6666667;455000;3;utslipp av gasser som medfører temperaturendriner;
4;2;1;0,5;0,6666667;450000;2;utslipp av co2 nedsmelting av isbreer høyere temperatur;
5;2;1;0,5;0,6666667;0;3;Utslipp av alle gasser;
3;2;1;0,75;0,6666667;490000;3;Utslipp;
5;1;0;0,25;0,3333333;340000;1;Utslipp;
6;1;1;1;0,3333333;600000;3;utslipp;
3;1;1;0,5;0,6666667;500000;3;Utslipp;
2;2;1;0,75;0,6666667;200000;2;utrydning av dyrearter;
1;2;0;0,75;0,6666667;11500;2;Utrydning av dyr som er avhengig av isen som smelter;
5;1;1;0,75;0,6666667;580000;3;Utfordringer for global matsikkerhet Utfordringer for politisk stabilitet (fred/konflikt) Miljøeffektiv teknologiutvikling;
3;1;1;1;0,3333333;600000;3;Utfordringer;
3;2;1;0,75;0,6666667;540000;3;utfordringer;
4;1;0;0,75;0,6666667;680000;3;Utfordringer;
1;2;1;1;0,3333333;30000;2;utfordringer;
1;1;1;1;0,3333333;60000;3;Utfordring fremtiden Viktig forskning;
1;1;1;1;0,6666667;20000;2;Utfordring;
4;1;1;0,5;0,3333333;1300000;3;Utfordring;
5;1;1;0,5;0,3333333;380000;2;utfordring;
4;1;1;0,5;0,3333333;2000000;3;Ustabilt vær;
4;2;1;0,75;0,3333333;390000;0;ustabilt vær;
3;1;1;0,5;0,6666667;540000;3;Ustabilt vær;
6;1;1;0,5;0,3333333;300000;3;Ustabilt og mer ekstremvær;
4;1;1;0,5;0,3333333;700000;3;Ustabilt og dårligere vær Mere nedbør Breer smelter;
2;1;0;0,25;0,3333333;372000;3;usikkert;
5;2;1;0,75;0,3333333;5000000;3;Usikkerhet Usikker fremtid for neste generasjoner Temperaturøkning med stigende havnivå og ekstreme værforhold;
6;2;1;0,75;0,3333333;250000;3;usikkerhet noe truende bekymret foe de som kommer etter oss;
2;1;0;0,25;0;550000;2;Usikkerhet;
6;1;1;0,5;0,3333333;350000;2;Usikkerhet;
4;2;1;0,75;0,6666667;160000;2;usikkerhet;
5;2;1;1;0,6666667;280000;3;usikkerhet;
4;1;0;0,25;0;0;1;usikker på troverdigheten til enkelte aktører i klimaspørsmålet;
4;2;0;0,25;0,3333333;290000;2;Usikker på hvor mye som er menneskeskapt og hvor mye som går i går i sykluser;
4;2;1;0,75;0,6666667;510000;3;usikker klimaframtid;
3;1;1;1;0,6666667;500000;3;Usikker fremtid Samfunnsendringer kreves Nytenkning innen klima natur og miljøvern Miljø-/klimaforskning må prioriteres Senke levestandard/forbruk;
3;1;1;0,5;0,3333333;800000;3;Usabilt vær;
3;2;1;0,75;0,3333333;950000;3;urovekkende;
3;1;1;0,25;0;0;2;Urollg vær naturkatastrofer;
5;1;1;0,75;0,3333333;550000;3;uro;
6;1;0;0;0;400000;2;urealistisk;
6;1;0;0,5;0,3333333;500000;3;Urbanisering og avskoging;
4;1;1;1;0,6666667;2500000;3;Unødvendig forurensing og omfattende værendinger;
3;1;1;0,75;0,6666667;0;2;unsker bedre klima;
6;2;1;0,5;0,6666667;0;3;Undrene;
3;1;1;1;0,3333333;800000;3;Umulig å snu så lenge verden er bygget opp om kapitalisme der profitt og billigste løsninger vinner da blir ofte miljøst andreprioritet Tenker at vi snart når tippepunktet og da bærer det utenfor fossen uansett hva vi gjør;
2;1;1;0,75;0,6666667;540000;3;Uheldig;
1;1;1;1;0,3333333;65000;1;uforutsigbart;
5;1;0;0,25;0,3333333;1000000;2;Uenighet om hvorfor;
3;1;0;0,5;0,6666667;500000;3;Uenige forskere;
3;2;1;1;0,6666667;0;3;Ubalanse i økosystemene Flere naturkatastrofer og sosiale problemer Alt henger sammen Tanken på klimaendringene trigger meg til å forbruke mer miljøbevisst og etterstrebe en mer bærekraftig livsstil Jeg ønsker at flere skal oppleve at det ikke er noen motsetning mellom bærekraftig livsstil og et godt liv Kvalitet heller enn kvantitet Kravet til økonomisk vekst og forbruk står alt for sterkt i vår sivilisasjon etter min mening;
3;2;1;0,5;0,3333333;475000;3;Ubalanse i naturen forurensning endrede temperaturer som fører til at vi ikke kan dyrke det vi har dyrket før drivhuseffekt smelting av polis med medfølgende høyere vannstand;
5;2;1;0,75;0,3333333;400000;3;Tørke storm/nedbør flom ødeleggende vær Rammer fattige land hardest ødelegger livgrunnlag i store områder;
4;1;1;0,5;0,3333333;1100000;3;tørke rundt ekvator;
1;1;1;0;0;60000;1;Tørke i Afrika;
6;1;1;0,5;0,3333333;0;1;tørke flom mer ustabilt vær;
5;2;1;0,25;0,3333333;378000;2;Tøffere vær;
2;2;1;0,5;0,6666667;260000;0;typhoon;
3;2;1;0,5;0,3333333;425000;0;Tynt ozonlag og varmere sommere;
7;2;0;0,75;0,6666667;320000;3;"Tyfoner stormer ras flom Saker som menneskene er hjelpesløse overfor ""Etter oss kommer syndefloden!""";
5;2;1;0,5;0,6666667;458000;0;Tyfoner og oversvømmelser;
5;2;1;0,5;0,6666667;360000;1;tyfoner flom unormalt vær;
5;1;1;0,75;0,6666667;1100000;3;tyfon uvær ustabile temperaturer;
6;1;0;0,75;0,6666667;250000;3;tyfon uvær;
5;1;1;0,75;0,6666667;780000;3;Tyfon;
2;2;1;0,75;0,6666667;0;3;tyfon;
1;1;0;0;0;0;1;tullball;
4;2;0;0,25;0;160000;1;Tull og tøys;
2;1;0;0;0;400000;2;Tull;
4;1;0;0;0;500000;2;tull;
5;2;1;0,5;0,3333333;0;3;Tsunami store temperaturendringer regnskog flom oljelekkasje søppelberg;
1;2;1;0,75;0,6666667;100000;2;Tsunami orkan oversvømmelse og jordskjelv;
2;1;1;0,75;0,6666667;420000;3;trøbbel;
2;2;1;0,75;0,3333333;435000;3;trussel mot framtida;
4;2;1;0,75;0;900000;3;Trussel for vår klode for kommende generasjoner;
1;2;1;0,75;0,3333333;100000;2;Trussel;
3;1;0;0,5;0,3333333;700000;3;Trussel;
3;1;1;0,75;0,6666667;900000;3;Trussel;
4;1;1;0,75;0,3333333;360000;3;Trussel;
4;1;0;0,25;0;650000;2;Tror menneskets forsøk på klimaendring blir promille i forhold til hva naturen steller i stand Eksempelvis:Vulkanutbrudd temperatursykluser Når temperaturgrunnlaget går tilbake bare ca 100 År og vi vet att klimaet har vært opp og ned i sykluser mange ganger siste 1000 blir det for meg noe feil å spare på en liter olje eller en lyspære for å endre på dette Kina og Indias økende industri forurenser vel pr dags dato mer enn resten av verden klarer å redusere? Så hva nytter det å ikke brenne bråte for Ola og Kari;
1;2;0;0,5;0;60000;3;tror klimaendringene skjer fordi vi går sakte men sikkert mot istid;
3;1;0;0,75;0,3333333;380000;1;tror ikke på;
6;1;0;0;0;1500000;3;tror ikke det er så galt som det blir hevdet;
3;1;0;0,25;0;600000;3;tror det er naturlige svingninger om det ikke er det så klarer vi å tilpasse klimaendingene;
2;1;1;0,5;0,6666667;60000;3;Tror det er lurt å være miljøbevisst uavhengig om klimaendringene er reel eller ikke;
3;1;1;0,5;0,6666667;450000;2;Tropiske stormer;
2;1;1;0,5;0,6666667;580000;3;Trond Giske;
6;2;1;0,75;0,6666667;300000;3;trist og farlig tenker på neste generasjon;
2;2;0;1;1;0;1;trist;
1;2;1;1;0,6666667;0;2;trenger å forske nok på Fornybarenergi;
1;1;1;0,75;0,6666667;80000;2;Trenger mer oppmerksomhet;
1;1;1;1;1;150000;2;trege politikere Få faktiske handliger Utrydding av dyr Et demokrati som ikke fungerer lite effektivt;
1;2;1;1;0,3333333;140000;2;Tragisk! Vi må ta ansvar for å ta vare på den jorda vi har og slik det er nå er vi langt fra å ta vare på den!;
7;2;0;0,5;0,3333333;0;1;tornadoer ras flom;
3;1;1;0,5;1;0;2;too much cars With one person;
2;1;1;0,75;0,3333333;505000;3;Tilgjengelig forskning beviser at de er menneskeskapte gjennom forbrenning av fossile brensler;
4;1;1;0,5;0,3333333;1300000;3;tidsrekkeanalyse av temperaturmålinger geografisk distribuert;
7;1;0;0,25;0,3333333;280000;2;Tidsperioder;
3;2;0;0,75;0,6666667;380000;2;Tidligere hadde vi godt vær dårlig vær eler uvær Nå har vi klimaendringer;
2;1;1;0,75;0,3333333;320000;3;The engine started;
4;2;1;0,25;0;230000;3;tett problematisk luft i byene når det er høy forurensning ( spesielt om vinteren i byene;
7;2;1;0,5;0,3333333;240000;2;Tenker på ras flom eller storm som kan endre hverdagen min ellear mine nærmeste;
6;1;0;0,25;0,3333333;350000;3;Tenker på mye uvær som resultat av klimaendringer;
3;2;1;1;0,6666667;210000;2;Tenker på hvordan blir livet på jorda on 50 år!;
4;1;1;1;0,3333333;550000;2;Tenker på barnas fremtid!;
2;2;1;0,5;0,3333333;420000;3;Tenker på at det kan bli oversvømmelser av landområder;
5;2;1;0,75;0,3333333;0;1;tenker mest på barna som skal leve videre etter oss;
2;1;0;0,25;0,3333333;480000;2;Tenker ikke så mye Er ikke så mye norge alene kan gjøre;
2;2;0;0,5;0,6666667;360000;3;"Tenker både på menneskeskapte og ""naturlige"" klimaendringer som har foregått til alle tider ";
2;1;1;0,5;0,3333333;400000;3;Tenker både at det er mye hysteri rundt temaet samtidig som jeg tenker at det er svært alvorlig om vi (mennesker på jorden) ødelegger kloden;
1;1;1;1;0,6666667;58000;2;tenker bare på at det blir gjort for lite og det burde vært mer fokus på klimaendringer;
6;2;0;0,5;0,3333333;300000;3;Tenker at verden er konstant i endring samme hva vi gjør men at forurensing som menneskene forårsaker er helseskadelig;
1;2;0;0,5;0,3333333;0;2;Tenker at selv om mennesker er med på endringene så bare gjør vi at dem kommer litt raskere fordi dem blir å komme uansett pga vi går inn i en ny istid og før en istid vil det bli varmere før det blir kaldere;
5;1;0;0,5;0,3333333;280000;2;"Tenker at opp gjennom historien har det hele tiden inntruffet ""klimaendringer"" ";
6;1;0;0,25;0,3333333;480000;2;tenker at klimaendringer går i bølger (lange bølger);
4;2;0;0,75;0,6666667;900000;1;Tenker at dette er noe av de naturlige svingninger på moder jord Selfølgelig kan vi som mennesker påvirke endringer i klima gjennom våre handlinger og forbruk;
4;2;0;0,75;0,6666667;260000;2;Tenker at det er blitt mye mer vær og kanskje det skyldes klimaendringer Men vet ikke sikkert om det er menneskeskapt eller om det er naturlig at det går i bølger;
6;1;0;0,25;0,3333333;250000;1;tenke på at det er mye naturlig enn tidliger antatt;
5;2;1;0,75;0,3333333;800000;3;Tenk teknologi og ikke bare forbud og ikke bare kollektivtransport;
1;2;1;1;0,3333333;0;1;Tempraturøkning Mer ekstremvær;
5;1;0;0,5;0,6666667;3000000;3;Tempraturen øker og det blir varmere Is/snø smelter og vannet stiger;
4;1;0;0,5;0,3333333;610000;2;tempratur;
7;1;0;0;0,3333333;260000;1;TEMPERATURØKNING OG MER NEDBØR;
5;1;1;0,5;0,3333333;850000;3;temperaturøkning;
2;1;1;0,5;0,3333333;500000;3;Temperaturøkning;
4;1;0;0,5;0,3333333;800000;3;Temperaturøkning;
6;1;1;1;0;530000;3;Temperaturøkning;
2;1;1;0,5;0,6666667;400000;3;Temperatursvingninger (registrert over flere sykluser);
6;1;1;0,75;0,6666667;400000;0;Temperaturstigning og ekstremvær;
6;1;1;1;0,3333333;400000;3;Temperaturstigning ekstremvær høgare havnivå;
2;1;1;0,75;0,3333333;375000;2;Temperaturstigning;
2;1;1;0,5;0,3333333;300000;2;Temperaturforandringer eller ektremvær;
4;1;1;0,25;0;600000;3;Temperaturforandring;
6;1;1;0,5;0,3333333;0;3;Temperaturendringer stigning av havnivået hyppigere ekstremvær;
2;1;0;0,5;0,3333333;200000;2;Temperaturendringer Mer ustabile værforhold og større sprang i værfenomenene slik som for eksempel sterkere stormer;
5;2;1;0,75;0;300000;3;Temperaturendringer ekstremuvær;
3;2;1;1;0,3333333;340000;3;Temperaturendringer;
7;1;0;0,5;0;200000;1;temperaturendringer;
4;1;1;1;0,3333333;600000;3;Temperaturendring på varig basis;
1;1;1;0,25;0,3333333;400000;3;Temperaturendring Gassutslipp Smelting av is Høyere vannmasse Mer naturkatastrofer;
5;2;1;0,75;0,6666667;300000;0;temperaturen stiger stormer flom o l blir sterkere;
5;1;0;0,5;0,3333333;500000;2;temperatur økning;
4;2;1;0,75;0,3333333;456000;3;temperatur og værforandringer;
5;2;0;0,5;0,6666667;350000;2;Temperatur forandringer;
5;1;1;0,75;0,6666667;1500000;3;Temperatur flom slutt på skiføret;
4;1;0;0,5;0,3333333;2200000;2;temperatur endringer vi forholder oss til en veldig kort tids horisont Det har vært store endringer hvis vi ser på en lengre tids horisont;
3;2;1;1;0,3333333;609000;3;Temperatur;
5;1;0;0,5;0;1100000;3;Tempeeraturstigning;
4;1;1;0,75;0,3333333;500000;2;Tannløse og feige politikere;
4;2;1;1;0,3333333;155000;3;Ta klimaendringer alvorlige pga mange landet har opplev det verste tyfon orkanen nå;
5;1;0;0,5;0,3333333;400000;2;Ta hensyn til endringene de kommer uansett verden går videre;
3;2;1;0,75;0,6666667;380000;3;Ta det på alvor;
2;2;1;0,75;0,6666667;406000;3;ta ansvar gjør noe konktret;
3;2;1;1;0,6666667;0;3;ta ansvar;
1;2;1;0,25;0,3333333;310000;2;Søppel og dårlig luft;
4;1;0;0,5;0,6666667;558000;2;syntes det er stor forskjell i klimaargumenter noen mener det og andre mener ikke det Tror at denne syklysen ordner opp i det meste selv slik som tidligere men klart at det ermere mennesklige forurensinge nå enn tidligere men totalt sett tror jeg at klima går i bølgedaler slik som for så lenge verden har bestått;
6;1;1;0,25;0,3333333;360000;3;Syklon oversvømming ras tørke issmelting faunaforanding;
4;1;0;0,25;0;1000000;2;Syklon Nedbør temperatur Sommer og vinter blir mer lik;
5;1;1;0,75;0,6666667;500000;3;Sykliske endringer i klima gjennom jordas historie;
2;2;1;0,5;0,3333333;485000;3;sykdomer mindre mat i andre deler av verden pga mindre dyrking forsvinning av del innsekter som leder til mindre mindre befruktning på typpe trær også har påvirkning på dyrene;
5;1;0;0,25;0,3333333;22500;3;"Svært mye hysteri som forteller meg at det er mye dødsangst i Norge Vi har det ikke for ""godt"" men lever i en åndesløs og blodfattig tidsalder med for lite glede og for lite sorg Vi har for dårlig kontakt med oss selv og våre medborgere Vårt dårlige mentale klima synes jeg er vel så alvorlig som det fysiske klima ";
5;1;1;1;0,3333333;560000;2;Svært bekymret for framtiden og våre etterkommere Har to barn;
4;1;0;0,25;0,3333333;1000000;3;Svingninger mellom 2 istider;
3;1;0;0;0;600000;3;svindel rockefeller foundation globalskatte;
4;1;0;0;0,3333333;650000;2;svindel;
6;1;0;0,25;0;300000;2;svert overdrevent;
5;1;1;0,5;0,3333333;900000;3;svekkelse av livsgrunnlaget;
5;1;0;0,25;0;5162000;2;svarttenking;
3;2;1;0,75;0,3333333;200000;3;svart møkkete luft i kina forurenset mat pasifikøyer som blir oversvømmet;
7;2;0;0,75;0,3333333;350000;1;Svalbard;
3;1;0;0;0;450000;3;Sukk;
3;1;0;0,75;0,6666667;150000;3;større temperaturforskjeller mere ekstremvær skader på infrastruktur tap av menneskeliv ikke bærekraftig utvikling krig store konsekvenser for allerede sårbare land økonomisk krise;
6;1;1;1;0,6666667;550000;3;Større svingninger i været;
3;1;1;0,75;0,6666667;650000;3;Større mat og ressursknapphet Fremtidig konflikter som følge av dette;
3;1;0;0,5;0,3333333;820000;2;Større investeringer i teknologi;
2;2;1;1;0,6666667;300000;2;styres av de med mye penger og makt;
7;1;1;0,75;0,6666667;252104;3;Styggevær langs norskekysten gjør det utrivelig å leve;
4;2;1;0,75;0,3333333;520000;3;stort problem i framtida;
2;1;1;0,75;0,3333333;935000;3;Stort problem for fremtiden;
4;1;1;0,75;0,3333333;800000;2;stormer og uvær;
