"X"	"age"	"gender"	"humanmade"	"concern"	"efficacy"	"income"	"edu3"	"translation"	"univdummy"	"theta1"	"theta2"	"theta3"	"theta4"
"196"	195	3	1	1	0.75	0.3333333	700000	2	"Warmer climate foundation for a lot of pain of negative pollution "	0	0.129602577299928	0.425429607336521	0.242848370794278	0.202119444569273
"197"	196	5	1	1	0.5	0.3333333	400000	2	"warmer climate "	0	0.181024251714818	0.382205359056044	0.145734407585776	0.291035981643363
"198"	197	4	2	1	0.75	0	430000	3	"Warmer average temperatures Stronger storms Earth's minor difference between seasons in Norway Melting of poles More rain End of cold winters and dry summers Floods Deaths due to storm sea level rises only negative things "	1	0.280157074566018	0.100936207102638	0.0639617385822589	0.554944979749085
"199"	198	1	1	1	0.25	0.3333333	0	2	"Hotter (can be well freeze me to here upon north) "	0	0.116751793260949	0.423498828508159	0.126813936586441	0.332935441644451
"200"	199	5	1	1	0.75	0.6666667	250000	3	"Hotter - more extreme weather "	1	0.413016432749631	0.10115078395162	0.130571592511765	0.355261190786984
"201"	200	5	1	0	0.75	0.6666667	420000	2	"Warmther "	0	0.155739790862995	0.498344325812641	0.206188934145031	0.139726949179333
"202"	201	3	1	1	0.75	0.6666667	575000	3	"Warmther "	1	0.173822553259254	0.368247386728904	0.294974322489352	0.16295573752249
"203"	202	4	1	1	0.5	0.3333333	650000	0	"Warmther "	0	0.177783388705609	0.446212547236706	0.17378525563854	0.202218808419145
"204"	203	4	1	0	0.25	0	650000	2	"warmther "	0	0.14779346532524	0.532479295295254	0.184947909414354	0.134779329965152
"205"	204	5	1	0	0.5	0.3333333	450000	2	"Warmther "	0	0.159672481130849	0.506909103475738	0.19451286196895	0.138905553424463
"206"	205	3	2	1	0.75	0.3333333	0	2	"Warmther "	0	0.189990146694757	0.368126385012206	0.236517316121681	0.205366152171356
"207"	206	3	1	1	0.5	0.6666667	450000	2	"Warmther "	0	0.177748404682443	0.395807066974562	0.243974451667258	0.182470076675737
"208"	207	4	2	1	0.75	1	180000	2	"warmther "	0	0.214004578959203	0.329424010981309	0.233175090089773	0.223396319969715
"209"	208	3	2	1	0.75	0.6666667	450000	3	"warmther "	1	0.198485905886183	0.328675722349009	0.274206839623175	0.198631532141632
"210"	209	2	2	0	0.75	0.3333333	270000	1	"heat climate "	0	0.115588334337827	0.497354493099533	0.102469238919532	0.284587933643109
"211"	210	2	1	1	0.75	0.3333333	450000	2	"Hot water flooding "	0	0.154114079901967	0.101308104949256	0.0867857387505438	0.657792076398234
"212"	211	5	2	1	0.75	0.3333333	800000	3	"hot storm little food to the world's population "	1	0.232181797878548	0.272276999880289	0.295005323339423	0.200535878901741
"213"	212	6	2	1	1	0.3333333	350000	1	"Heat summer lot rainfall "	0	0.199900047065786	0.121043374533249	0.105395524651975	0.57366105374899
"214"	213	3	2	1	0.5	0.6666667	430000	3	"Hot snow melting "	1	0.178150730164473	0.0685689238422237	0.0770895601562069	0.676190785837096
"215"	214	1	2	1	0.5	0.3333333	0	0	"Hot reindeer "	0	0.166065019131242	0.208579324598519	0.0830922753063742	0.542263380963865
"216"	215	2	1	1	1	0.6666667	168000	1	"heat "	0	0.173476861058254	0.224948798750919	0.127984288577718	0.473590051613109
"217"	216	1	2	1	1	0.6666667	100000	3	"Heat "	1	0.188147942925012	0.169497402489748	0.158055066725325	0.484299587859915
"218"	217	4	2	1	0.5	0.3333333	660000	3	"heat "	1	0.248561995053233	0.135970645265046	0.123805935808958	0.491661423872762
"219"	218	6	1	0	0.5	0	370000	1	"Warmer shorter winters more Uvæer Storm Oversvint etc "	0	0.338876673204189	0.147411515001795	0.0730335231991637	0.440678288594853
"220"	219	3	2	1	0.5	0.3333333	0	3	"Varmare ver meir storm / rain and more natural disasters "	1	0.276799185669408	0.184723333501519	0.247946658262743	0.29053082256633
"221"	220	5	2	1	0.75	0.6666667	0	1	"Hotter "	0	0.234339772563576	0.143813925276782	0.0898818046125782	0.531964497547064
"222"	221	3	1	1	0.75	0.3333333	330000	3	"Lasting changes of temperature and rainfall beyond what is normal "	1	0.308921064775331	0.281484682072538	0.168669924388146	0.240924328763985
"223"	222	2	2	0	0.5	0.3333333	450000	3	"Hard to say what climate change comes off! "	1	0.0335510175458967	0.847153962423774	0.0881212102875425	0.0311738097427869
"224"	223	6	1	1	0.75	0.3333333	350000	3	"Hard to reverse but possibly despite very strong economic forces against "	1	0.201444280178554	0.429627064639049	0.161961620565142	0.206967034617255
"225"	224	5	1	1	0.75	0.3333333	700000	3	"Difficult to relate to important with good case information "	1	0.129260411100315	0.640798971232723	0.159226155020588	0.070714462646374
"226"	225	3	2	1	0.75	0.6666667	0	2	"Difficult word to understand "	0	0.177027259622916	0.524815255286335	0.159618011043303	0.138539474047447
"227"	226	4	1	1	0.75	0.3333333	200000	3	"Difficult "	1	0.340800848558519	0.21614530682516	0.195513993984945	0.247539850631376
"228"	227	2	2	0	0.5	0.3333333	0	2	"difficult "	0	0.266358296750143	0.334273773604363	0.136248963846964	0.26311896579853
"229"	228	2	1	0	0.25	0	480000	3	"The water level rises "	1	0.153752742814851	0.140676924919164	0.0850747535863013	0.620495578679684
"230"	229	4	1	0	0.25	0.3333333	500000	3	"Water level "	1	0.194655526761031	0.167456206995864	0.0983635394008609	0.539524726842244
"231"	230	2	1	1	0.75	0	500000	2	"water level "	0	0.171992301531336	0.143184281386238	0.108629239765312	0.576194177317113
"232"	231	3	2	1	0.75	0.6666667	150000	2	"Water level rises "	0	0.166644840131683	0.0765855583940035	0.0707413385748871	0.686028262899426
"233"	232	2	1	1	0.75	0.6666667	468000	3	"Water shortage "	1	0.180207515850117	0.120909853372115	0.124489012273498	0.574393618504271
"234"	233	4	2	0	0.25	0.3333333	1200000	3	"The water rises a lot of water and destruction as a result of water "	1	0.227585398423814	0.135640057963475	0.142919071072202	0.493855472540509
"235"	234	1	1	0	0.25	0.3333333	400000	2	"Water Increased extreme weather and changes in various geographical climate Earth has always been changing but we have to show respect for the forces of nature to limit emissions and keep nature cleanest possible "	0	0.173619611970889	0.563598464798376	0.14229481512172	0.120487108109016
"236"	235	4	1	0	0.5	0.3333333	600000	2	"Water wind rain "	0	0.16297171130853	0.133617600983043	0.0718108794507733	0.631599808257653
"237"	236	4	2	1	0.75	0.6666667	550000	3	"Water hurricane disaster death "	1	0.198035858090735	0.118126122966964	0.15442211624359	0.529415902698712
"238"	237	2	2	0	0.25	0	460000	3	"Water CO2 "	1	0.188395612359535	0.260345289276137	0.120762888063299	0.430496210301029
"239"	238	2	2	1	0.75	0.3333333	300000	3	"Water (flood increased sea level) "	1	0.21052635385016	0.0616608351031809	0.0796105572051207	0.648202253841539
"240"	239	3	1	0	0.5	0.3333333	400000	2	"Water "	0	0.17609566572682	0.302672492782469	0.119313170668908	0.401918670821803
"241"	240	5	1	1	0.75	0.3333333	550000	3	"Storm temperature change natural disasters "	1	0.362810128446906	0.219447494156059	0.271080920798508	0.146661456598527
"242"	241	5	2	1	1	0.3333333	600000	3	"Storm storm uncontrolled temperature increase "	1	0.579399951716871	0.0850672587215316	0.122988921389763	0.212543868171834
"243"	242	3	2	1	0.75	0.6666667	350000	3	"storms and destruction "	1	0.434374122402609	0.136545310542528	0.15578281546182	0.273297751593043
"244"	243	5	2	1	0.75	0.3333333	480000	2	"storm natural disasters "	0	0.300541243672778	0.247892754501117	0.261474130653274	0.190091871172831
"245"	244	4	2	1	0.5	0.3333333	275000	1	"Storm mild winters ice melting "	0	0.219141101089358	0.0644612619313694	0.0517100554388584	0.664687581540414
"246"	245	4	2	1	0.5	0.6666667	450000	3	"Storms higher temperature saved !! Something should be done everyone can do something to reduce climate change "	1	0.138348002458716	0.643005306904195	0.116053575728365	0.102593114908725
"247"	246	3	1	1	0.5	0.3333333	800000	2	"Storm flood disasters time of contamination China "	0	0.263894708631988	0.337012553234467	0.182551789261496	0.216540948872049
"248"	247	4	2	1	0.75	0.3333333	454000	3	"storm flood ocean rises "	1	0.360859357715939	0.0752991062683125	0.100364746649563	0.463476789366186
"249"	248	5	2	1	0.75	0.3333333	440000	3	"Storms flood "	1	0.348600733802061	0.10705944915925	0.122150866470836	0.422188950567853
"250"	249	5	1	1	0.5	0.3333333	800000	2	"Stark "	0	0.126564712814542	0.605768840966988	0.159003004765923	0.108663441452547
"251"	250	4	2	0	0.75	0.3333333	450000	3	"Stark "	1	0.0913482924609888	0.682104987820225	0.143373342506838	0.0831733772119486
"252"	251	6	1	0	0.5	0.3333333	250000	2	"Stark "	0	0.0940637911761755	0.714285218047381	0.116636089232728	0.0750149015437153
"253"	252	4	1	1	0.25	0.3333333	650000	3	"Stark "	1	0.125073340513387	0.590319836934252	0.181078946853277	0.103527875699085
"254"	253	2	1	1	0.75	0.3333333	420000	2	"Stark "	0	0.0844748177691994	0.657481190991045	0.16554061434254	0.0925033768972152
"255"	254	5	2	1	0.5	0.3333333	600000	2	"Stark "	0	0.149947070174828	0.559500228615621	0.152281601240211	0.138271099969339
"256"	255	3	2	1	0.75	0.3333333	510000	3	"Stark "	1	0.120664322418064	0.569617746242954	0.191673758505725	0.118044172833256
"257"	256	5	2	1	1	0.6666667	600000	3	"Stark "	1	0.145716734493515	0.527392583818299	0.201148840266211	0.125741841421974
"258"	257	6	1	0	0.5	0.3333333	480000	3	"Stark "	1	0.0995439775317048	0.689013780294571	0.140451228435613	0.070991013738111
"259"	258	3	2	1	0.75	0.3333333	0	3	"Stark "	1	0.120664322418064	0.569617746242954	0.191673758505725	0.118044172833256
"260"	259	4	2	1	0.75	0.3333333	200000	3	"Stark "	1	0.134484720807631	0.552996416567399	0.190869528195216	0.121649334429753
"261"	260	3	1	1	1	0.3333333	675000	3	"Stark "	1	0.0939082274488287	0.61456453223602	0.205602568971207	0.0859246713439436
"262"	261	4	2	1	0.5	0.6666667	500000	2	"stark "	0	0.138665416927224	0.564585735414541	0.155364528431416	0.14138431922682
"263"	262	5	1	1	0.75	0	1000000	1	"Stark "	0	0.110576093165486	0.64854077222895	0.136802533030286	0.104080601575279
"264"	263	5	1	1	0.75	0.3333333	810000	3	"Stark "	1	0.12526958257697	0.580126652564468	0.197264954476215	0.0973388103823473
"265"	264	5	2	1	0.5	0.3333333	350000	1	"stark "	0	0.142273591428723	0.584733052972908	0.127186006245098	0.145807349353271
"266"	265	5	2	1	0.75	0.3333333	0	2	"stark "	0	0.142963422864452	0.564160031158097	0.159955683634712	0.132920862342739
"267"	266	5	2	1	0.75	0.3333333	365000	1	"Stark "	0	0.135801460336081	0.590058484417768	0.133785661856068	0.140354393390083
"268"	267	4	1	1	0.75	0.3333333	480000	3	"Stark "	1	0.111957209102238	0.596432209220848	0.197560174450404	0.094050407226509
"269"	268	4	1	1	0.75	0.3333333	850000	3	"stark "	1	0.111957209102238	0.596432209220848	0.197560174450404	0.094050407226509
"270"	269	2	1	1	1	0.6666667	310200	3	"Unexpected consequences "	1	0.149729239820627	0.385050900530529	0.312097897226971	0.153121962421873
"272"	271	2	1	1	0.5	0.6666667	343200	1	"Invaligible downfall of Tellus AKA the globe as we know it today irreversible change of climate - we are late and no dare to resort to extreme measures reduced prices for electric cars to everyone in Norway forbid diesel / gasoline cars ending with the oil and focus on renewable Energy "	0	0.0492344215904991	0.80615218183796	0.110856736832275	0.0337566597392654
"274"	273	4	1	1	0.75	0.3333333	450000	2	"Developments in countries such as China and India changes in Norway mean zero in relation "	0	0.0648514590705677	0.710307812376893	0.177200377756733	0.0476403507958065
"275"	274	4	2	1	0.75	0.6666667	430000	3	"Emissions Destruction of rainforest natural disasters flood "	1	0.246932013656133	0.131893126319375	0.196473353542476	0.424701506482016
"276"	275	2	1	1	0.5	0	380000	2	"Emissions hotter temperatures threat "	0	0.241598926073362	0.19615694774082	0.169126894199428	0.393117231986389
"277"	276	5	1	1	0.75	1	550000	3	"Emissions to air "	1	0.329873446506196	0.161515982093148	0.158796590081974	0.349813981318681
"278"	277	6	1	1	0.75	0.6666667	375000	1	"Emissions Temperature weather "	0	0.405088888381228	0.14977324931195	0.106703761098097	0.338434101208725
"279"	278	2	2	1	1	0.6666667	500000	1	"Emissions man-made "	0	0.0911377214660703	0.632182136592309	0.1349385367222	0.141741605219421
"280"	279	2	1	1	0.5	0.6666667	700000	2	"Emissions Global warming ignorance "	0	0.247226796378627	0.274341319283463	0.208030267214443	0.270401617123467
"281"	280	3	1	0	0.5	0.3333333	449600	3	"Emissions from cars "	1	0.0605047492427029	0.75545553866025	0.125807656496652	0.058232055600395
"282"	281	5	2	1	0.75	0.6666667	455000	3	"Emissions of gases that cause temperature change "	1	0.302951548687651	0.178559509316823	0.176095240150117	0.342393701845408
"283"	282	4	2	1	0.5	0.6666667	450000	2	"Emissions of CO2 melting of glaciers higher temperature "	0	0.227299288884234	0.061367667002052	0.0615502023681893	0.649782841745525
"284"	283	5	2	1	0.5	0.6666667	0	3	"Emissions of all gases "	1	0.230618960284278	0.093398269691518	0.0946490010987888	0.581333768925416
"285"	284	3	2	1	0.75	0.6666667	490000	3	"Emission "	1	0.213900200969569	0.230298419925987	0.166817078547257	0.388984300557187
"286"	285	5	1	0	0.25	0.3333333	340000	1	"Emission "	0	0.127998144723071	0.6064121524219	0.102134481843163	0.163455221011866
"287"	286	6	1	1	1	0.3333333	600000	3	"emission "	1	0.230900801819283	0.284822865384798	0.194478289493743	0.289798043302177
"288"	287	3	1	1	0.5	0.6666667	500000	3	"Emission "	1	0.193118316045027	0.318322464026407	0.188270550497924	0.300288669430642
"289"	288	2	2	1	0.75	0.6666667	200000	2	"extermination of animal species "	0	0.176047386856502	0.109298407946701	0.0909484638090624	0.623705741387735
"290"	289	1	2	0	0.75	0.6666667	11500	2	"Extermination of animals that depend on the ice that melts "	0	0.133286167201772	0.141117206825902	0.0876534347835294	0.637943191188796
"291"	290	5	1	1	0.75	0.6666667	580000	3	"Challenges for global food security challenges for political stability (peace / conflict) Environmental efficient technology development "	1	0.125600989928065	0.415273555219452	0.266715941627172	0.192409513225311
"292"	291	3	1	1	1	0.3333333	600000	3	"Challenge "	1	0.207723974868761	0.192057820587427	0.175102278397557	0.425115926146255
"293"	292	3	2	1	0.75	0.6666667	540000	3	"challenge "	1	0.225809108853665	0.14455582013118	0.137886537312358	0.491748533702797
"294"	293	4	1	0	0.75	0.6666667	680000	3	"Challenge "	1	0.197751784612429	0.266564834261342	0.147748545349977	0.387934835776252
"295"	294	1	2	1	1	0.3333333	30000	2	"challenge "	0	0.178193083997629	0.194625548307216	0.136836546114402	0.490344821580753
"296"	295	1	1	1	1	0.3333333	60000	3	"Challenge Future Important Research "	1	0.100797747553308	0.489902406771042	0.239025364171989	0.170274481503662
"297"	296	1	1	1	1	0.6666667	20000	2	"Challenge "	0	0.168614928367779	0.224355936129105	0.157367377052352	0.449661758450765
"298"	297	4	1	1	0.5	0.3333333	1300000	3	"Challenge "	1	0.238014632771304	0.171106452170713	0.148118554758329	0.442760360299654
"299"	298	5	1	1	0.5	0.3333333	380000	2	"challenge "	0	0.244039216749423	0.172445743449105	0.120865988447062	0.462649051354409
"300"	299	4	1	1	0.5	0.3333333	2000000	3	"Unstable weather "	1	0.443945934825764	0.153022004858611	0.16038661317345	0.242645447142175
"301"	300	4	2	1	0.75	0.3333333	390000	0	"Unstable weather "	0	0.420386188528313	0.172753674725276	0.0976557267248918	0.309204410021519
"302"	301	3	1	1	0.5	0.6666667	540000	3	"Unstable weather "	1	0.424973629306482	0.156406570879019	0.166592001560334	0.252027798254164
"303"	302	6	1	1	0.5	0.3333333	300000	3	"Unstable and more extreme weather "	1	0.548230006355621	0.107299803481446	0.130196375994338	0.214273814168595
"304"	303	4	1	1	0.5	0.3333333	700000	3	"Unstable and inferior weather more precipitation glaciers melt "	1	0.313288821475271	0.0963565974137765	0.13980122188174	0.450553359229213
"306"	305	5	2	1	0.75	0.3333333	5000000	3	"Uncertainty uncertain future for next generations Temperature increase with rising sea level and extreme weather conditions "	1	0.418214840248217	0.086257905636315	0.190558544380541	0.304968709734927
"307"	306	6	2	1	0.75	0.3333333	250000	3	"uncertainty something threatening concerned foe ones who come after us "	1	0.10221613801369	0.633893316059371	0.195852212562602	0.0680383333643369
"308"	307	2	1	0	0.25	0	550000	2	"Insecurity "	0	0.0578668047155324	0.775154609177057	0.105788447465186	0.0611901386422244
